,S0,S1,S2,S3,AVG
355,105.0,309.0,447.0,168.0,257.0
356,105.0,307.0,447.0,164.0,255.0
357,105.0,307.0,448.0,162.0,255.0
358,106.0,307.0,448.0,165.0,256.0
359,104.0,308.0,448.0,169.0,257.0
360,104.0,308.0,447.0,172.0,257.0
361,104.0,308.0,447.0,171.0,257.0
362,103.0,309.0,448.0,172.0,258.0
363,103.0,308.0,448.0,174.0,258.0
364,103.0,308.0,448.0,177.0,259.0
365,104.0,308.0,448.0,176.0,259.0
366,104.0,309.0,447.0,177.0,259.0
367,104.0,309.0,446.0,177.0,259.0
368,104.0,308.0,447.0,179.0,259.0
369,102.0,297.0,446.0,183.0,257.0
370,101.0,301.0,445.0,187.0,258.0
371,100.0,313.0,445.0,189.0,261.0
372,101.0,313.0,445.0,189.0,262.0
373,102.0,312.0,451.0,186.0,262.0
374,103.0,314.0,458.0,175.0,262.0
375,103.0,315.0,460.0,174.0,263.0
376,100.0,305.0,460.0,173.0,259.0
377,97.0,306.0,460.0,172.0,258.0
378,98.0,307.0,460.0,171.0,259.0
379,100.0,307.0,460.0,170.0,259.0
380,100.0,308.0,459.0,170.0,259.0
381,99.0,308.0,459.0,171.0,259.0
382,101.0,309.0,459.0,173.0,260.0
383,101.0,321.0,460.0,174.0,264.0
384,101.0,321.0,461.0,173.0,264.0
385,102.0,322.0,462.0,172.0,264.0
386,102.0,321.0,464.0,171.0,264.0
387,103.0,321.0,465.0,171.0,265.0
388,103.0,321.0,466.0,171.0,265.0
389,104.0,321.0,466.0,171.0,265.0
390,104.0,321.0,467.0,171.0,265.0
391,104.0,321.0,465.0,171.0,265.0
392,103.0,322.0,464.0,172.0,265.0
393,103.0,322.0,464.0,172.0,265.0
394,101.0,322.0,464.0,172.0,264.0
395,101.0,322.0,464.0,171.0,264.0
396,100.0,321.0,463.0,170.0,263.0
397,101.0,322.0,463.0,170.0,264.0
398,103.0,321.0,462.0,170.0,264.0
399,101.0,322.0,463.0,171.0,264.0
400,101.0,322.0,464.0,172.0,264.0
401,100.0,322.0,465.0,172.0,264.0
402,101.0,321.0,465.0,170.0,264.0
403,101.0,322.0,464.0,169.0,264.0
404,101.0,323.0,462.0,168.0,263.0
405,100.0,323.0,462.0,168.0,263.0
406,101.0,323.0,463.0,170.0,264.0
407,101.0,324.0,465.0,171.0,265.0
408,102.0,324.0,466.0,170.0,265.0
409,103.0,324.0,466.0,170.0,265.0
410,104.0,324.0,465.0,168.0,265.0
411,104.0,324.0,464.0,167.0,264.0
412,104.0,324.0,464.0,168.0,265.0
413,103.0,324.0,465.0,168.0,265.0
414,103.0,324.0,465.0,168.0,265.0
415,103.0,324.0,466.0,168.0,265.0
416,104.0,324.0,466.0,165.0,264.0
417,105.0,324.0,465.0,165.0,264.0
418,105.0,324.0,465.0,164.0,264.0
419,105.0,324.0,465.0,165.0,264.0
420,105.0,325.0,466.0,166.0,265.0
421,105.0,325.0,468.0,165.0,265.0
422,105.0,324.0,469.0,167.0,266.0
423,105.0,325.0,469.0,166.0,266.0
424,105.0,325.0,469.0,166.0,266.0
425,105.0,325.0,469.0,167.0,266.0
426,105.0,325.0,471.0,168.0,267.0
427,105.0,324.0,472.0,170.0,267.0
428,104.0,327.0,473.0,171.0,268.0
429,103.0,328.0,474.0,172.0,269.0
430,104.0,328.0,475.0,172.0,269.0
431,103.0,328.0,475.0,173.0,269.0
432,104.0,329.0,477.0,174.0,271.0
433,103.0,329.0,477.0,174.0,270.0
434,103.0,330.0,477.0,175.0,271.0
435,102.0,329.0,476.0,174.0,270.0
436,102.0,329.0,476.0,175.0,270.0
437,102.0,329.0,475.0,174.0,270.0
438,101.0,329.0,475.0,174.0,269.0
439,102.0,329.0,473.0,172.0,269.0
440,102.0,328.0,472.0,171.0,268.0
441,102.0,328.0,471.0,172.0,268.0
