,S0,S1,S2,S3,AVG
359,284.0,322.0,350.0,123.0,269.0
360,284.0,322.0,351.0,123.0,270.0
361,284.0,322.0,351.0,124.0,270.0
362,284.0,321.0,352.0,124.0,270.0
363,284.0,323.0,352.0,124.0,270.0
364,284.0,321.0,352.0,124.0,270.0
365,284.0,321.0,351.0,124.0,270.0
366,284.0,321.0,352.0,124.0,270.0
367,283.0,321.0,352.0,124.0,270.0
368,284.0,321.0,351.0,124.0,270.0
369,284.0,322.0,352.0,125.0,270.0
370,284.0,322.0,352.0,124.0,270.0
371,284.0,322.0,352.0,124.0,270.0
372,284.0,321.0,352.0,124.0,270.0
373,284.0,321.0,352.0,124.0,270.0
374,284.0,322.0,352.0,124.0,270.0
375,284.0,322.0,352.0,124.0,270.0
376,283.0,321.0,353.0,124.0,270.0
377,283.0,322.0,352.0,124.0,270.0
378,284.0,322.0,352.0,124.0,270.0
379,284.0,322.0,352.0,124.0,270.0
380,283.0,322.0,353.0,124.0,270.0
381,284.0,322.0,352.0,124.0,270.0
382,284.0,322.0,352.0,124.0,270.0
383,284.0,322.0,352.0,124.0,270.0
384,284.0,322.0,352.0,124.0,270.0
385,284.0,322.0,352.0,125.0,270.0
386,284.0,322.0,352.0,124.0,270.0
387,284.0,322.0,352.0,124.0,270.0
388,284.0,322.0,351.0,124.0,270.0
389,284.0,322.0,352.0,124.0,270.0
390,283.0,322.0,352.0,124.0,270.0
391,284.0,322.0,352.0,124.0,270.0
392,283.0,322.0,352.0,124.0,270.0
393,283.0,321.0,351.0,124.0,269.0
394,283.0,322.0,352.0,125.0,270.0
395,283.0,322.0,352.0,124.0,270.0
396,283.0,322.0,352.0,124.0,270.0
397,283.0,322.0,351.0,124.0,270.0
398,283.0,321.0,352.0,124.0,270.0
399,283.0,321.0,351.0,124.0,269.0
400,283.0,321.0,351.0,124.0,269.0
401,283.0,322.0,352.0,124.0,270.0
402,283.0,321.0,351.0,124.0,269.0
403,283.0,321.0,350.0,124.0,269.0
404,283.0,321.0,351.0,124.0,269.0
405,284.0,321.0,350.0,124.0,269.0
406,283.0,321.0,351.0,124.0,269.0
407,283.0,321.0,351.0,124.0,269.0
408,283.0,321.0,351.0,124.0,269.0
409,283.0,321.0,352.0,124.0,270.0
410,283.0,321.0,351.0,124.0,269.0
411,283.0,321.0,351.0,124.0,269.0
412,283.0,321.0,351.0,124.0,269.0
413,283.0,321.0,351.0,124.0,269.0
414,283.0,321.0,351.0,124.0,269.0
415,283.0,321.0,351.0,124.0,269.0
416,283.0,322.0,351.0,124.0,270.0
417,283.0,321.0,351.0,125.0,270.0
418,283.0,321.0,352.0,125.0,270.0
419,283.0,321.0,351.0,125.0,270.0
420,283.0,321.0,351.0,125.0,270.0
421,283.0,321.0,351.0,124.0,269.0
422,283.0,321.0,351.0,124.0,269.0
423,283.0,321.0,351.0,125.0,270.0
424,283.0,321.0,351.0,126.0,270.0
425,283.0,321.0,353.0,126.0,270.0
426,284.0,321.0,353.0,126.0,271.0
427,283.0,322.0,353.0,126.0,271.0
428,283.0,321.0,352.0,126.0,270.0
429,283.0,322.0,352.0,125.0,270.0
430,283.0,321.0,352.0,126.0,270.0
431,283.0,321.0,352.0,127.0,270.0
432,283.0,321.0,351.0,126.0,270.0
433,283.0,322.0,351.0,126.0,270.0
434,283.0,322.0,353.0,126.0,271.0
435,283.0,322.0,352.0,126.0,270.0
436,284.0,322.0,353.0,127.0,271.0
437,284.0,321.0,353.0,126.0,271.0
438,284.0,322.0,353.0,127.0,271.0
439,284.0,322.0,353.0,127.0,271.0
440,284.0,322.0,353.0,127.0,271.0
441,283.0,321.0,351.0,126.0,270.0
442,283.0,322.0,351.0,126.0,270.0
443,282.0,321.0,351.0,126.0,270.0
444,283.0,321.0,352.0,126.0,270.0
445,283.0,321.0,352.0,126.0,270.0
446,283.0,322.0,353.0,126.0,271.0
447,283.0,321.0,353.0,126.0,270.0
448,283.0,321.0,353.0,126.0,270.0
449,283.0,321.0,352.0,126.0,270.0
450,283.0,321.0,352.0,126.0,270.0
451,283.0,321.0,353.0,126.0,270.0
452,283.0,321.0,352.0,126.0,270.0
453,283.0,321.0,352.0,126.0,270.0
454,283.0,321.0,352.0,126.0,270.0
455,283.0,321.0,352.0,126.0,270.0
456,283.0,321.0,353.0,126.0,270.0
457,283.0,323.0,353.0,125.0,271.0
458,283.0,321.0,352.0,126.0,270.0
459,283.0,321.0,352.0,126.0,270.0
460,282.0,321.0,352.0,126.0,270.0
461,282.0,321.0,353.0,126.0,270.0
462,283.0,321.0,352.0,126.0,270.0
463,283.0,321.0,353.0,126.0,270.0
464,283.0,321.0,353.0,126.0,270.0
465,283.0,321.0,352.0,126.0,270.0
466,283.0,321.0,353.0,126.0,270.0
467,282.0,322.0,353.0,126.0,270.0
468,283.0,321.0,352.0,126.0,270.0
469,282.0,321.0,352.0,126.0,270.0
470,282.0,321.0,351.0,126.0,270.0
471,281.0,321.0,352.0,126.0,270.0
472,282.0,321.0,351.0,126.0,270.0
473,282.0,321.0,351.0,125.0,269.0
474,282.0,321.0,351.0,126.0,270.0
475,282.0,321.0,352.0,126.0,270.0
476,282.0,321.0,351.0,126.0,270.0
477,282.0,321.0,351.0,126.0,270.0
478,282.0,321.0,351.0,126.0,270.0
479,282.0,321.0,351.0,126.0,270.0
480,282.0,321.0,351.0,125.0,269.0
481,282.0,321.0,351.0,125.0,269.0
482,281.0,321.0,352.0,125.0,269.0
483,282.0,321.0,352.0,126.0,270.0
484,282.0,321.0,352.0,126.0,270.0
485,282.0,321.0,352.0,125.0,270.0
486,282.0,322.0,352.0,125.0,270.0
487,282.0,321.0,352.0,125.0,270.0
488,282.0,321.0,352.0,125.0,270.0
489,282.0,321.0,352.0,125.0,270.0
490,282.0,320.0,352.0,126.0,270.0
491,282.0,321.0,352.0,125.0,270.0
492,282.0,320.0,352.0,125.0,269.0
493,282.0,320.0,352.0,125.0,269.0
494,282.0,321.0,352.0,125.0,270.0
495,282.0,321.0,352.0,125.0,270.0
496,282.0,321.0,352.0,125.0,270.0
497,281.0,321.0,352.0,126.0,270.0
498,282.0,321.0,351.0,124.0,269.0
499,281.0,321.0,352.0,124.0,269.0
500,281.0,320.0,352.0,124.0,269.0
501,281.0,321.0,352.0,124.0,269.0
502,282.0,320.0,351.0,124.0,269.0
503,281.0,320.0,352.0,124.0,269.0
504,281.0,320.0,351.0,124.0,269.0
505,281.0,320.0,351.0,124.0,269.0
506,280.0,320.0,351.0,124.0,268.0
507,280.0,320.0,352.0,124.0,269.0
508,280.0,320.0,351.0,123.0,268.0
509,280.0,320.0,351.0,124.0,268.0
510,280.0,321.0,352.0,125.0,269.0
511,280.0,321.0,352.0,124.0,269.0
512,281.0,320.0,352.0,124.0,269.0
513,281.0,321.0,352.0,124.0,269.0
514,281.0,321.0,352.0,124.0,269.0
515,280.0,320.0,351.0,124.0,268.0
516,281.0,321.0,352.0,124.0,269.0
517,280.0,321.0,352.0,124.0,269.0
518,281.0,321.0,351.0,124.0,269.0
519,280.0,320.0,352.0,124.0,269.0
520,280.0,321.0,352.0,124.0,269.0
521,280.0,322.0,352.0,124.0,269.0
522,280.0,320.0,352.0,124.0,269.0
523,280.0,321.0,352.0,124.0,269.0
524,281.0,321.0,352.0,124.0,269.0
525,280.0,320.0,351.0,124.0,268.0
526,281.0,321.0,352.0,126.0,270.0
527,281.0,321.0,352.0,125.0,269.0
528,281.0,320.0,352.0,125.0,269.0
529,281.0,320.0,351.0,125.0,269.0
530,281.0,321.0,352.0,124.0,269.0
531,281.0,321.0,351.0,124.0,269.0
532,281.0,321.0,351.0,124.0,269.0
533,282.0,321.0,351.0,124.0,269.0
534,281.0,321.0,351.0,125.0,269.0
535,281.0,321.0,352.0,125.0,269.0
536,281.0,321.0,351.0,124.0,269.0
537,282.0,321.0,351.0,124.0,269.0
538,281.0,322.0,351.0,125.0,269.0
539,282.0,321.0,351.0,125.0,269.0
540,281.0,321.0,351.0,125.0,269.0
541,282.0,321.0,351.0,124.0,269.0
542,282.0,321.0,351.0,124.0,269.0
543,282.0,321.0,352.0,125.0,270.0
544,282.0,321.0,352.0,124.0,269.0
545,282.0,321.0,352.0,124.0,269.0
546,282.0,321.0,352.0,124.0,269.0
547,282.0,321.0,352.0,124.0,269.0
548,282.0,321.0,352.0,124.0,269.0
549,282.0,321.0,352.0,124.0,269.0
550,282.0,321.0,352.0,124.0,269.0
551,283.0,321.0,352.0,123.0,269.0
552,282.0,322.0,352.0,124.0,270.0
553,283.0,321.0,352.0,124.0,270.0
554,283.0,321.0,352.0,123.0,269.0
555,282.0,321.0,353.0,124.0,270.0
556,283.0,322.0,353.0,124.0,270.0
557,283.0,322.0,352.0,124.0,270.0
558,283.0,321.0,352.0,124.0,270.0
559,282.0,321.0,351.0,124.0,269.0
560,282.0,321.0,351.0,124.0,269.0
561,282.0,321.0,352.0,123.0,269.0
562,282.0,321.0,352.0,124.0,269.0
563,283.0,322.0,353.0,124.0,270.0
564,283.0,322.0,353.0,124.0,270.0
